210.4245 0.5724
211.1033 0.5731
211.7820 0.5737
212.4607 0.5745
213.1394 0.5751
213.8181 0.5758
214.4968 0.5765
215.1755 0.5772
215.8542 0.5777
216.5329 0.5785
217.2116 0.5792
217.8902 0.5798
218.5689 0.5806
219.2476 0.5812
219.9263 0.5819
220.6050 0.5826
221.2837 0.5833
221.9624 0.584
222.6411 0.5847
223.3197 0.5854
223.9985 0.5859
224.6772 0.5867
225.3559 0.5874
226.0346 0.588
226.7133 0.5888
227.3919 0.5895
228.0706 0.5901
228.7492 0.5909
229.4280 0.5916
230.1067 0.5923
230.7854 0.593
231.4641 0.5937
232.1428 0.5944
232.8215 0.5951
233.5002 0.5958
234.1789 0.5965
234.8576 0.5972
235.5363 0.5979
236.2150 0.5986
236.8936 0.5993
237.5723 0.6
238.2510 0.6007
238.9297 0.6014
239.6084 0.6021
240.2871 0.6028
240.9658 0.6035
241.6444 0.6042
242.3232 0.6049
243.0019 0.6056
243.6806 0.6063
244.3593 0.607
245.0380 0.6078
245.7167 0.6085
246.3953 0.6092
247.074 0.6099
247.7527 0.6106
248.4314 0.6113
249.1101 0.612
249.7888 0.6128
250.4675 0.6135
251.1461 0.6141
251.8249 0.6149
252.5036 0.6157
253.1823 0.6164
253.8610 0.6171
254.5396 0.6178
255.2184 0.6185
255.8970 0.6193
256.5756 0.62
257.2544 0.6207
257.9331 0.6215
258.6118 0.6221
259.2905 0.6229
259.2894 0.6368
259.2883 0.651
259.9660 0.6663
259.9649 0.6812
259.9638 0.6963
260.6414 0.7127
260.6402 0.7286
260.6392 0.7448
261.3168 0.7623
261.3158 0.7793
261.3147 0.7967
261.3136 0.8145
261.3125 0.8326
261.3114 0.8512
261.9889 0.8712
261.9880 0.8906
261.9868 0.9104
262.6644 0.9319
262.6634 0.9526
262.6623 0.9739
263.3399 0.9968
263.3388 1.019
263.3378 1.0417
264.0154 1.0662
264.0143 1.0899
264.0132 1.1142
264.6907 1.1404
264.6897 1.1659
264.6886 1.1918
265.3662 1.2198
265.3652 1.2469
265.3641 1.2748
266.0417 1.3048
266.0406 1.3338
266.0395 1.3636
266.7170 1.3957
266.7161 1.4268
266.7149 1.4586
267.3926 1.4929
267.3915 1.5261
268.0691 1.562
268.0680 1.5968
268.0669 1.6324
268.7445 1.6707
268.7435 1.708
268.7424 1.7461
269.4200 1.7871
269.4189 1.827
269.4178 1.8677
270.0954 1.9116
270.0943 1.9542
270.0933 1.9978
270.7709 2.0447
270.7698 2.0903
270.7687 2.1369
271.4463 2.1871
271.4452 2.2359
271.4442 2.2857
272.1218 2.3394
272.1207 2.3916
272.1196 2.4449
272.7972 2.5024
272.7961 2.5581
272.795 2.6152
273.4726 2.6766
273.4716 2.7363
273.4705 2.7973
274.1481 2.863
274.1470 2.9268
274.1459 2.9921
274.8235 3.0624
274.8224 3.1307
274.8214 3.2005
275.4990 3.2757
275.4979 3.3487
275.4968 3.4234
276.1743 3.5038
276.1733 3.5819
276.1723 3.6618
276.1712 3.7433
276.8488 3.8314
276.8477 3.9167
277.5253 4.0088
277.5242 4.0982
277.5231 4.1896
278.2006 4.288
278.1997 4.3836
278.1985 4.4813
278.8761 4.5866
278.8751 4.6888
278.8740 4.7934
279.5516 4.9061
279.5506 5.0154
279.5495 5.1272
280.2271 5.2477
280.2260 5.3647
280.2248 5.4843
280.2238 5.6066
280.9014 5.7383
280.9003 5.8662
280.8993 5.9969
281.5769 6.1379
281.5758 6.2748
281.5747 6.4147
282.2523 6.5654
282.2511 6.7118
282.2502 6.8614
282.9278 7.0226
282.9266 7.1792
282.9256 7.3393
283.6032 7.5117
283.6021 7.6792
283.6010 7.8504
284.2787 8.0348
284.2776 8.214
284.2765 8.3971
284.9541 8.5944
284.9529 8.786
284.9519 8.9819
285.6295 9.1929
285.6284 9.3979
285.6274 9.6074
286.3050 9.8331
286.3039 10.0523
